CustomerID,FirstName,LastName,Email,Phone,Address,City,State,ZipCode,Country,RegistrationDate,LoyaltyPoints,DateOfBirth
cd541608-a21e-4267-a7e5-35c408458aee,Matthew,York,zgrant@johnson.com,001-710-752-0331x7640,07440 Pineda Inlet Suite 386,West Susan,Alabama,16777,French Guiana,2022-10-11,267,1950-02-03
44610824-a412-4c8c-b07b-9db8b35fb386,Rachel,Sharp,ronaldmoreno@medina-mitchell.com,714.286.8714,3287 Gregory Causeway,Port Brian,Illinois,58363,Austria,2023-09-16,446,1947-09-14
55ae496e-d399-4d25-9477-31e6213541fa,Gina,Obrien,april93@gmail.com,507.533.6764x01385,415 Montoya Grove,South Charlesberg,Utah,96814,Norway,2021-06-05,9422,1948-03-21
b1db7f9d-e307-436e-ba8e-0458654e5cf5,David,Pittman,rowlanddaniel@gross-mcguire.com,(155)386-4323x76166,113 Ashley Lights,New Charles,Arkansas,61325,Afghanistan,2023-08-06,8065,1986-01-14
854b6d41-bd93-4072-8388-820474f0bb62,Robert,Mason,nguyenjose@wilson-hall.biz,7385995552,5480 Christina Meadows,West Brittney,Maryland,20030,Western Sahara,2022-07-02,4258,1964-10-27
c506e0b3-871b-424c-9299-21e402e2caa9,Amanda,Nguyen,curtisthomas@stuart.com,(899)760-2911,99755 Jessica Lights Suite 830,New Courtney,Maryland,98680,Germany,2023-05-04,5086,1990-09-13
c2b57678-e874-4124-b2e5-5e9ad4f348c4,Kevin,Garcia,felicia05@wright-miller.com,+1-282-121-1290,0057 Smith Ports,Royborough,Texas,86656,Philippines,2020-06-11,755,1971-03-28
4812186b-a4ec-420b-b01c-3a05bff3fc68,Chloe,Davis,cindy56@hotmail.com,001-963-069-0600x822,5019 Carpenter Falls,New Richardbury,North Carolina,81797,Ukraine,2020-01-11,8536,1990-02-05
394dc8ee-f6de-4f42-9773-a449bd40f60b,Richard,Potter,kimcannon@kelly.com,001-898-022-4256,750 Miller Isle,Romanburgh,Vermont,21520,Korea,2022-09-22,8660,1969-03-18
6fa7ad8f-b304-4056-ac2d-a07ba55e327d,John,Smith,uanderson@taylor-smith.com,001-679-454-3672x5730,20199 Sarah Orchard Apt. 651,Mullenchester,Alabama,94224,Israel,2023-10-01,8908,1988-03-07
991a4c2a-62a0-4052-adec-c73064b09e05,Michael,Miller,pking@hotmail.com,590.431.3033,1656 Anita Mission Apt. 716,East Kathryn,Illinois,30285,Congo,2021-06-25,9221,1937-10-06
1c058b37-4055-40fb-a7b8-0dbbe6b76fb3,Ann,Walker,maryramirez@duncan.com,239-900-3782,59763 Nelson Greens,Douglashaven,Rhode Island,05910,Pakistan,2020-02-24,787,1936-07-19
51d920c3-106b-41f7-86e8-17bf3f5329c6,Alicia,Williams,estewart@wolf-rodriguez.org,686.213.2295x087,217 Smith Expressway Suite 129,South Robertview,Tennessee,97007,Benin,2022-02-18,6278,1986-08-24
36005003-a7ae-4dd1-8e3a-087dd7993bf4,Lisa,Roy,markshaw@rojas.org,(842)778-6968x517,97873 Jeremy Ports,Nathanmouth,Vermont,23267,South Georgia and the South Sandwich Islands,2024-04-07,9069,1971-02-15
947b3c38-2b3f-4bf1-9b10-0220c38f1f7d,Kevin,Marshall,moonkathryn@ross.net,+1-981-964-3759x13298,2259 Emily Extensions Suite 921,Powellville,Arkansas,65892,Israel,2019-11-30,4111,1991-02-22
54c3bd12-c574-412c-bcd2-d3358b9aa364,Maria,Smith,cainamanda@hotmail.com,847-742-2778x6890,576 Arthur Loop Suite 522,Laurenbury,Oklahoma,92847,Vietnam,2023-03-10,9417,1988-11-29
8adfef9e-c5b5-4562-a7a2-d0b51d006e2e,Lisa,Fuentes,justin07@yahoo.com,356.899.5639,0503 Smith Crossroad,Johnstonton,Montana,11864,United Kingdom,2020-01-08,6701,1998-02-02
59248476-005f-4f98-acd9-88eec9fc73c1,Paul,Miller,daniel21@yahoo.com,960.315.4601,7836 Sandra Alley Apt. 826,Lake Paulborough,Montana,26588,Bahrain,2021-03-05,5846,1986-03-10
6159d11e-935b-4143-8749-05676f135e07,Stacie,Long,johnchristian@lee.com,9064903651,57750 Booth Mountain,Martinland,Mississippi,03267,Luxembourg,2022-12-12,6726,1936-01-04
a87e59d4-5ae4-47de-83ef-36e2a7487a8e,Caitlin,Morgan,walkercory@jones-landry.com,552.430.4929x572,126 Christopher Union,Avilaport,Montana,20085,Malta,2022-05-16,1158,1985-10-10
684b12d7-8b0b-470f-8a98-2f9a948324cc,Sarah,Sullivan,richardstewart@tyler-jacobs.com,975-435-8087,64524 Wise Union Apt. 007,Webbfort,Indiana,72964,Hungary,2021-10-24,6583,1972-06-08
54240130-4d64-41b7-8c3f-74506338e47a,Dillon,Olson,mitchellkristen@collins.com,001-267-443-9336,571 Matthew Forges Apt. 108,Wrightside,Mississippi,08320,Falkland Islands (Malvinas),2021-03-12,4498,1935-04-13
abe8f95e-4743-47a1-9607-1cfd1ef76e72,Cynthia,Pope,christinaavila@yahoo.com,6820725297,4218 Heather Estate Apt. 472,East Sharon,Kansas,83203,France,2023-12-12,6232,1975-12-14
e3adc68e-46f5-4e02-abdd-57f39b1b30b4,Colin,Lewis,rgraham@cuevas.com,+1-316-770-8188x893,22787 Chad Cliffs,Andrewberg,North Carolina,16854,Eritrea,2021-07-18,2710,1949-02-21
67c6f7e6-9c59-4833-83c8-b0492b587324,Tammy,Williams,vgonzalez@barker.biz,782.302.1610,994 Kelley Dale,Bryceborough,North Carolina,35971,Fiji,2022-03-05,9823,1968-06-23
19601ed7-ac7c-4c3a-ad82-0b7ecdecf10e,Susan,Johnson,deanna62@gill.com,705-286-9535x2986,7126 Castillo Points,Davisbury,California,55709,Mayotte,2023-02-05,7077,1945-10-26
e5411060-edac-4a85-9709-073b64276d0c,Matthew,Odonnell,andreaweber@rogers.com,(971)701-9919,06286 Brown Park,North Amber,Pennsylvania,72844,Mozambique,2023-07-30,3903,1961-09-04
1eabd159-65df-4eda-8ac8-9bea370a7a43,Madison,Nelson,richard18@yahoo.com,505.302.7773,516 Larry Junctions Suite 879,South Rachelfort,Kansas,57526,French Guiana,2023-11-12,82,1964-05-11
66f28fcc-ac9b-4481-9c43-9b5ca4a0bdd9,Andrew,Cox,adamsmelissa@hotmail.com,032-858-8810x8541,23857 Tyler Mount Suite 629,New Nicholas,Tennessee,70093,Bolivia,2023-06-15,1786,1957-08-08
778b2e6e-2531-427d-9019-6ae0f1dcf790,Jeffrey,Cook,hernandezkeith@yahoo.com,877.121.6910x04865,766 Nichols Branch,East Whitney,Arizona,37337,Lesotho,2024-01-10,6993,1938-01-15
20250e43-4f33-421f-a691-a96f265ce78f,Christine,Brock,johnhughes@gmail.com,637.228.2747,06896 Russell Port Apt. 160,Lisaside,New Jersey,45651,Saint Pierre and Miquelon,2019-06-27,9134,1987-01-16
4238a210-5a24-413b-9109-3143689657e7,Sarah,Hanson,sgarcia@dillon.info,(632)979-6481x608,618 Alexis Plains Apt. 075,Dennisport,Wisconsin,69619,Estonia,2021-08-30,6451,1943-11-16
7690b734-790f-4412-8b75-8df92f2c3e9a,Mark,Dominguez,aaronwiley@yahoo.com,(558)424-1664,067 Hogan Meadow,West Danielle,Washington,72893,Montenegro,2022-12-26,8585,1963-02-06
72db04c9-dfac-43e9-9ea4-f7baa3b78be0,Benjamin,Adams,reginaarnold@ramirez.com,001-023-909-3785x897,1992 Taylor Cliff,Port Russell,Georgia,81416,Congo,2024-05-26,8818,1987-07-11
62d9725f-107c-4453-861c-7a5f82b68974,Douglas,Sims,pearsonjoel@hotmail.com,952.338.0946x322,548 Roy Land,East Leahchester,Mississippi,60910,Bosnia and Herzegovina,2022-09-25,5976,1971-02-07
3ed3284f-17c3-4f12-a9ac-c2409f9d27e2,Kathy,Barr,ohoffman@yahoo.com,+1-234-955-9610x0868,84006 Garcia Plains,New Carol,Mississippi,43814,Belgium,2022-07-15,5730,1945-02-15
4bf79885-d579-4fa4-865e-8ed6ed0d5a8e,Rachel,Wright,griffithchristopher@hotmail.com,+1-148-986-5634x4284,5531 Kent Manors,Fuentesport,Kansas,47205,China,2023-06-28,8636,1934-06-19
46220574-1d79-4e3b-a311-caa04cfa4870,Connie,Moore,amyjohnson@patterson.net,+1-730-681-1213x1592,13628 Williams Hollow Suite 816,Jessicamouth,Minnesota,57844,Equatorial Guinea,2021-11-16,479,1958-04-29
d0887aba-22d3-4801-936d-bb2b8bbd7774,Gregory,James,nsimon@cook-cochran.org,(591)235-1669x00187,9477 David Mountain Apt. 836,Mathismouth,New Jersey,34399,Afghanistan,2021-01-01,8599,1939-01-07
743d45e6-abc2-4b92-a00a-253457672e1a,Tina,Palmer,thomas72@hotmail.com,(135)276-7033x5766,573 Rush Trace Apt. 820,Jessicaburgh,Minnesota,01830,Chile,2022-03-31,6680,2004-01-30
970dcb0a-3fcf-467c-99da-aea6820c0996,Brenda,Booker,maria06@ray.org,613-394-8942x651,8296 Graham Crossroad Apt. 584,New Lori,Oregon,34338,Cote d'Ivoire,2020-05-09,6275,1969-12-16
ab23ae6d-44db-4c10-8e9c-666fba22e9f4,Joshua,Gonzalez,ashley95@bailey.com,597.313.2303,4482 James Port,Hernandezmouth,Kansas,74849,Sudan,2024-05-31,5790,2002-01-06
0a2c8939-dae2-41ed-b10e-b972b23dade8,Margaret,Baker,olozano@yahoo.com,(945)257-6056x674,471 Williams Burgs Suite 301,West Traceyfurt,New Mexico,27744,Belarus,2021-06-23,9178,1959-06-30
33486783-0e14-4f62-a2b2-b692cb373bf9,Douglas,Wiggins,jodi02@yahoo.com,001-801-301-0129,5055 Hayes Extension,East Todd,California,16876,Slovakia (Slovak Republic),2020-07-30,9036,1970-01-08
1211e193-aab0-446c-828c-529cdff2667b,Angela,Stewart,samantha38@yahoo.com,2050514211,34072 Anthony Gateway Suite 128,New Gregory,Texas,18159,Ecuador,2019-06-30,9279,1956-07-27
bf17419c-2f04-4da5-a051-2685c65f315a,Laura,Martin,zcook@hotmail.com,(780)511-7701x41420,79493 Campbell Stravenue,Dickersonchester,Wisconsin,09756,Venezuela,2019-12-06,5983,1973-06-22
50601810-b902-43ab-a2ae-2bc4c78d498c,Sharon,Schultz,morsecynthia@gmail.com,+1-374-091-3490x70728,898 Christine Square Apt. 052,Pachecoville,Texas,01096,Zambia,2023-10-08,7042,1939-05-13
e67ab293-3abf-4920-b85e-0367aa6a09ed,Felicia,Hogan,uwilliams@ford-gutierrez.org,(806)799-0057,4115 Jeffrey Mountain,West Justinfurt,Arizona,89539,France,2019-08-01,3333,1949-03-29
aa61eb5c-4e0d-4b12-a12c-0b1a42639c07,Katrina,Nielsen,lbryant@aguilar.com,+1-236-182-1525x4964,813 Mitchell Light,Mendeztown,Arizona,09816,South Africa,2019-11-01,4589,1959-01-23
54a01655-fbb8-42a6-8935-04c1c30ae6fe,Lisa,Grant,powersjessica@gray-phelps.com,(348)466-8949x720,22910 Hamilton Views Apt. 064,West Samuelbury,Texas,36307,Nauru,2022-03-03,4556,1943-08-25
fbba2194-6a6d-412f-b7cb-3e69fff6d8b9,Savannah,Waters,jillian01@gmail.com,001-136-477-1763x66944,43073 Callahan Hollow Apt. 095,Stevenland,Louisiana,20349,Tunisia,2022-03-11,2922,1967-09-28
7ceb0abb-5cad-4f48-b0b6-b8fb896c4bb0,Ashley,Patel,alyssa20@hogan.com,+1-612-728-8582x0080,6534 Tiffany Way,Garzashire,Alabama,90583,Azerbaijan,2019-10-08,6716,2004-07-15
fb465422-af7a-46ca-82e1-07e979f04e74,Shane,Turner,elizabethjohnson@gmail.com,1514872410,247 Jennifer Fort Suite 367,Crystalfort,Connecticut,39343,Poland,2021-01-06,7769,1947-07-29
3e7bff64-1d54-499c-8d88-47d47fa8a46a,Anita,Gonzalez,ashleyandrews@gmail.com,1453040480,1836 Burns Stream,North James,Massachusetts,87722,Portugal,2021-05-09,8472,1989-11-13
28cada0b-4510-4368-82fc-f63b0d1f91c2,Derrick,Christensen,egonzales@rojas.net,(377)874-8329,083 Mccarthy Unions Apt. 787,West Melissa,Vermont,24666,Thailand,2023-09-29,4513,1960-10-14
5b6f0919-7a40-4695-93e8-9884db7efe1a,Richard,Fuller,lindaconley@gray.info,662.962.3624x2323,993 Gallegos Way,Sandraville,Minnesota,34365,Rwanda,2024-03-25,2707,1980-06-27
df94270a-e64d-41e3-843e-cd9546ae22f4,Raymond,Weber,valerie96@farmer-garcia.org,001-567-423-9267,181 Vaughn Union Apt. 112,Robinsonfort,Arkansas,40140,Philippines,2020-09-22,2843,1934-07-13
166b1c14-d2b7-4145-a1c6-ccafff7e7835,John,Turner,rhubbard@ellis.org,(944)309-4450x23813,792 Douglas Landing,Howardville,South Dakota,20945,China,2020-07-12,7189,1971-02-19
3b7acfd2-8c0d-4087-bc17-4c61e16adec7,Pamela,Ewing,eadams@church.com,+1-772-116-0921x10917,55741 Richard Wells,Jennyborough,Illinois,22872,Greenland,2019-12-17,7569,1975-10-11
9472f4b2-7256-4a72-a88c-4c7491b81e28,Kimberly,Kelley,davidsmith@curtis-george.info,(125)856-7675,288 Silva Camp Apt. 806,Medinastad,Oregon,76377,Mali,2021-11-29,4958,1991-08-01
22f40448-ee4d-4fba-baef-a574a9d4f1ec,Amy,Hoffman,rdalton@hotmail.com,973.241.5648,869 Cooper Station,East Vanessabury,North Carolina,92381,Australia,2022-07-25,6170,1936-09-02
da7592c6-f4a4-486d-af7e-65215f0e95d3,Timothy,Dawson,jimmy32@tucker.com,001-254-549-7259x337,56903 Moore Valley,New Robertbury,Arkansas,92737,Moldova,2020-03-14,2581,1949-04-19
3ef315a6-2978-490e-a280-7c96e0a034cf,Jerry,Santos,tracey56@garza.com,001-055-194-3937x6460,977 Wilcox Mills Suite 835,South Anthony,Minnesota,35105,Gabon,2019-10-21,9058,1974-06-05
8ffd124c-c778-4cbd-931c-5b57495ba472,Marcus,Jones,catherinewatkins@anderson-williams.com,318.591.6974,481 Abigail Shoal Suite 820,Amandashire,Missouri,49923,Kiribati,2021-08-25,9115,1998-07-15
5077cf7d-f37f-4405-bf67-feaac941e4d8,Peter,Peck,oconnorsamuel@hotmail.com,321-386-3969x832,408 Olivia Islands,South Andreastad,North Dakota,65442,Andorra,2023-12-11,7224,1993-10-10
1a8922be-8c6f-4a37-a585-0fd4b6f45e99,Denise,Taylor,desireesanchez@gmail.com,(228)807-4926,63147 Brian Gateway,Michelleville,Virginia,61443,British Indian Ocean Territory (Chagos Archipelago),2020-09-02,9542,1938-05-18
11d36a14-2b22-444a-a5c6-98cc8eaa4e43,Heather,Moss,valeriesmith@hotmail.com,+1-218-763-6894,4744 Buckley Park Apt. 695,Lake Kevin,Rhode Island,21171,French Polynesia,2020-04-17,3563,1977-09-27
e93000bc-abc2-4178-8caa-8593c4f64a59,Michael,Alvarez,briannamalone@pugh.info,+1-271-392-0446,8779 Valerie Street Apt. 233,East Alejandraview,Hawaii,40449,Denmark,2024-01-21,8871,1965-02-11
fda87f8a-2b6d-4fe5-b4f0-6f5edaec63e3,Cynthia,Pham,danieljones@reynolds.com,146-341-5301,37343 Michael Greens Suite 654,South Ashleyton,Washington,62619,United Arab Emirates,2023-04-05,7702,1976-02-29
6d86fd10-2a7a-4dcd-bc37-8e9fdde43f5f,Jerry,Rowland,simskevin@yahoo.com,749.077.7557x3891,145 Kayla Land,Tonyamouth,Kansas,09365,Western Sahara,2022-10-13,1388,1940-04-28
6cd4ad83-ed0f-4261-a62d-490d1d46046c,Hannah,Greer,gonzalezshawn@yahoo.com,734.334.8667,76611 Anderson Dale Suite 460,New Josephmouth,Georgia,89164,New Caledonia,2023-09-04,1686,1964-07-20
fcd7eda6-3315-48d1-a51d-ec70f681866e,Wendy,Phillips,julie96@yahoo.com,001-774-799-0781,03238 Ashley Square,South Victoria,Ohio,89202,Libyan Arab Jamahiriya,2023-04-01,2940,1959-07-05
5138cd75-9e82-413a-8949-1b293cddc815,Sara,Jimenez,mrodriguez@serrano-mack.org,+1-824-492-5401x4558,66985 David Centers,Joneshaven,New York,34149,Lebanon,2020-01-11,4098,1964-07-14
782b1dbf-92b8-42a9-9b0d-ea2ee781e258,Mathew,Ferguson,nbanks@gmail.com,210-777-1822x76993,158 Jody Flats,North Brianberg,Tennessee,97786,Yemen,2019-07-31,1036,1948-09-09
03a6a533-c60c-4ac0-9b52-5f02e25ed006,Tracy,Silva,scotthood@parrish-armstrong.com,(219)493-1832x325,966 Seth Cliffs,Lake Marcusside,Utah,83605,Portugal,2023-08-05,5566,1938-10-21
825b85c1-01c3-4ebe-b56d-bd79975aa1f5,Allison,Farley,fstuart@johnson.com,001-470-297-5285x518,0455 Novak Way,New Dianaville,Arkansas,33960,Mali,2023-12-30,8152,1997-03-24
f756be90-b283-421c-98b7-11af3cdd19fb,Jack,Sims,andersonmichael@carroll.com,(370)315-4352x6285,68740 Matthews Square,Pagetown,Delaware,33485,Bulgaria,2021-07-11,7597,2001-12-07
eabe94a7-0cd9-4859-9ae4-c6e65e37d29f,Christopher,Brewer,patrick13@lopez.info,(729)351-5132,183 Smith Causeway Apt. 912,New Connie,Washington,79544,Trinidad and Tobago,2022-06-21,5878,2001-08-03
4ffbcb27-8dee-4959-85c9-3c774a8a7aa4,Jared,Allen,douglas65@price-morgan.com,072.703.0707x20452,1904 Brian Way Suite 455,Courtneyberg,West Virginia,46462,Bosnia and Herzegovina,2019-07-20,366,1944-03-07
0ed360b7-2de4-4e42-b319-38fb26245311,Heather,Malone,stricklandkaitlyn@payne.com,+1-992-642-5946,05891 Duncan Square Suite 357,East Rebeccaland,Maryland,70191,South Africa,2023-03-20,5446,1975-11-24
8ae3a108-ed89-44ba-a436-448bc9603f0f,Roger,Garcia,jessica32@butler.org,+1-619-773-4594x31555,3989 Amy Mission,North Richard,Connecticut,82154,Qatar,2023-03-12,1477,1950-10-11
7863069b-aadb-4849-a317-adc3727dff9d,Dylan,Ross,clementsronald@gmail.com,1786308734,30220 David Mountain Apt. 122,Amberfurt,Missouri,05876,Czech Republic,2023-01-01,8426,1999-09-11
5b2984b5-1e10-43b9-b1ce-f5ac6fa83384,Joseph,Roy,leah76@yahoo.com,(784)231-3994,600 Kaiser Drive Apt. 251,Kathleenchester,Wyoming,62310,Antigua and Barbuda,2019-12-02,7083,1949-07-03
a24d9573-6794-4228-b4c2-bea34ed9c5b7,Heather,Hall,sanchezbrandon@martinez.com,411.720.8252,81787 Ramos Branch Suite 022,New Williamchester,Nebraska,00653,Bouvet Island (Bouvetoya),2019-07-10,5983,1944-12-13
0e47dd12-2448-4eb1-875c-8b0f56ce3420,Cory,Henderson,webbamy@hotmail.com,(992)305-1088,5654 Megan Harbors,West Lisaport,South Carolina,50892,Uganda,2020-11-01,4435,1993-11-01
971f60b6-8796-4227-aeab-78fc723f4186,Danielle,Mcclain,fjones@gmail.com,593.622.6552x226,9638 Jones Groves,New Jeffreyshire,Wisconsin,41460,Seychelles,2020-01-06,8228,1959-05-05
8b9bf692-46ae-4ab3-bf66-ffede2144e44,Kaitlin,Smith,wknight@gates.com,870-282-2999,42614 Allen Ports,Colemanland,Michigan,91250,Sudan,2023-03-25,7611,1969-10-20
51c1fe62-377a-4419-b7d8-afe860f00eae,Tara,Duncan,dmiller@hotmail.com,967-344-6279x358,15260 Barnes Pines,Jenniferton,Ohio,35140,United States Virgin Islands,2019-10-22,1144,1980-10-05
d88413a9-a328-44e4-b638-657cc9e528d6,Nancy,Thomas,stephanie11@ellis-owens.info,+1-220-567-2212x7030,053 Hayes Via Suite 910,Lake Lindseystad,Texas,19046,Haiti,2020-11-03,2835,1969-01-14
d1a64247-c640-485f-bb72-fc321882f321,Daniel,Johnson,melissadunn@pearson.com,001-290-130-5663,613 Roger Greens Apt. 721,Ashleychester,Washington,30872,Saint Vincent and the Grenadines,2019-12-28,1882,1940-07-14
2caf6ddd-3de4-489a-b105-d482b264baeb,Dustin,Rich,andersoncynthia@allen.com,(705)808-2203x44763,629 Clarke Row Suite 935,Rodneyville,New Hampshire,84938,Cocos (Keeling) Islands,2023-12-08,7674,1962-10-22
